layer,nmi_score
0,0.2588774499549056
1,0.22403353412214008
2,0.14186612642045354
3,0.19553953179183503
4,0.1735803361318011
5,0.11422990798172182
6,0.08904600278175034
7,0.07976079368268733
8,0.055258824950738424
9,0.05581406754594018
10,0.025981031965798297
11,0.01383631556080472
12,0.025524213372314343
