layer,nmi_score
0,0.26886539195968706
1,0.2615176581889059
2,0.20759425146433505
3,0.2590566508355798
4,0.23238497847101292
5,0.14513068572054352
6,0.12723477059167843
7,0.11512632193787413
8,0.07904153341789621
9,0.09096771258753811
10,0.03311194212644131
11,0.017613497139830132
12,0.027541951006607755
